hour_beginning,pedestrians,to_manhattan,to_brooklyn,weather_summary,temperature,precipitation,events
2017-11-22 01:00:00,14,7,7,clear-night,47.0,0.0,
2017-11-22 02:00:00,16,12,4,clear-night,47.0,0.0002,
2017-11-22 03:00:00,10,8,2,clear-night,47.0,0.0011,
2017-11-22 04:00:00,5,4,1,clear-night,47.0,0.0023,
2017-11-22 05:00:00,20,10,10,partly-cloudy-night,48.0,0.0018,
2017-11-22 06:00:00,46,22,24,partly-cloudy-night,49.0,0.0016,
2017-11-22 07:00:00,84,38,46,partly-cloudy-day,49.0,0.0089,
2017-11-22 08:00:00,112,44,68,rain,49.0,0.0315,
2017-11-22 09:00:00,113,73,40,rain,49.0,0.0395,
2017-11-22 10:00:00,482,284,198,partly-cloudy-day,49.0,0.0245,
2017-11-22 11:00:00,928,529,399,rain,50.0,0.0692,
2017-11-22 12:00:00,1043,514,529,partly-cloudy-day,50.0,0.0013,
2017-11-22 13:00:00,1431,658,773,partly-cloudy-day,51.0,0.0008,
2017-11-22 14:00:00,1519,720,799,clear-day,51.0,0.0012,
2017-11-22 15:00:00,1603,738,865,partly-cloudy-day,49.0,0.0002,
2017-11-22 16:00:00,1516,692,824,partly-cloudy-day,46.0,0.0005,
2017-11-22 17:00:00,837,400,437,partly-cloudy-night,44.0,0.0002,
2017-11-22 18:00:00,463,275,188,partly-cloudy-night,42.0,0.0,
2017-11-22 19:00:00,210,103,107,partly-cloudy-night,41.0,0.0001,
2017-11-22 20:00:00,185,92,93,partly-cloudy-night,39.0,0.0001,
2017-11-22 21:00:00,95,46,49,clear-night,38.0,0.004,
2017-11-22 22:00:00,57,29,28,clear-night,36.0,0.0,
2017-11-22 23:00:00,68,46,22,clear-night,36.0,0.0,
2017-11-23 00:00:00,28,17,11,clear-night,35.0,0.0,Thanksgiving Day
2017-11-23 01:00:00,16,4,12,clear-night,34.0,0.0,Thanksgiving Day
2017-11-23 02:00:00,3,1,2,clear-night,33.0,0.0,Thanksgiving Day
2017-11-23 03:00:00,5,3,2,clear-night,32.0,0.0,Thanksgiving Day
2017-11-23 04:00:00,0,0,0,clear-night,32.0,0.0,Thanksgiving Day
2017-11-23 05:00:00,12,7,5,clear-night,31.0,0.0,Thanksgiving Day
2017-11-23 06:00:00,78,55,23,clear-night,31.0,0.0,Thanksgiving Day
2017-11-23 07:00:00,119,47,72,clear-day,30.0,0.0,Thanksgiving Day
2017-11-23 08:00:00,185,94,91,clear-day,31.0,0.0,Thanksgiving Day
2017-11-23 09:00:00,313,167,146,clear-day,34.0,0.0,Thanksgiving Day
2017-11-23 10:00:00,589,329,260,clear-day,35.0,0.0001,Thanksgiving Day
2017-11-23 11:00:00,1076,552,524,clear-day,38.0,0.0025,Thanksgiving Day
2017-11-23 12:00:00,1567,755,812,clear-day,39.0,0.0002,Thanksgiving Day
2017-11-23 13:00:00,1746,793,953,clear-day,41.0,0.0003,Thanksgiving Day
2017-11-23 14:00:00,2142,1113,1029,clear-day,42.0,0.0002,Thanksgiving Day
2017-11-23 15:00:00,2298,1168,1130,clear-day,43.0,0.0002,Thanksgiving Day
2017-11-23 16:00:00,2226,1040,1186,clear-day,42.0,0.0003,Thanksgiving Day
2017-11-23 17:00:00,1146,457,689,clear-night,40.0,0.0002,Thanksgiving Day
2017-11-23 18:00:00,512,233,279,clear-night,38.0,0.0,Thanksgiving Day
2017-11-23 19:00:00,228,82,146,clear-night,37.0,0.0,Thanksgiving Day
2017-11-23 20:00:00,184,104,80,clear-night,36.0,0.0,Thanksgiving Day
2017-11-23 21:00:00,105,52,53,clear-night,35.0,0.0,Thanksgiving Day
2017-11-23 22:00:00,70,35,35,clear-night,35.0,0.0,Thanksgiving Day
2017-11-23 23:00:00,45,29,16,clear-night,34.0,0.0,Thanksgiving Day
2017-11-24 00:00:00,31,9,22,clear-night,33.0,0.0,Black Friday
2017-11-24 01:00:00,24,7,17,clear-night,32.0,0.0,Black Friday
2017-11-24 02:00:00,8,7,1,clear-night,32.0,0.0,Black Friday
2017-11-24 03:00:00,3,0,3,clear-night,31.0,0.0,Black Friday
2017-11-24 04:00:00,3,1,2,clear-night,31.0,0.0,Black Friday
2017-11-24 05:00:00,5,3,2,clear-night,31.0,0.0,Black Friday
2017-11-24 06:00:00,44,24,20,clear-night,30.0,0.0,Black Friday
2017-11-24 07:00:00,110,54,56,clear-day,31.0,0.0,Black Friday
2017-11-24 08:00:00,184,94,90,clear-day,33.0,0.0,Black Friday
2017-11-24 09:00:00,497,304,193,clear-day,37.0,0.0,Black Friday
2017-11-24 10:00:00,1176,625,551,clear-day,41.0,0.0,Black Friday
2017-11-24 11:00:00,1754,775,979,clear-day,44.0,0.0012,Black Friday
2017-11-24 12:00:00,2044,935,1109,clear-day,47.0,0.0009,Black Friday
2017-11-24 13:00:00,2347,1024,1323,clear-day,49.0,0.0003,Black Friday
2017-11-24 14:00:00,2344,1030,1314,clear-day,50.0,0.0002,Black Friday
2017-11-24 15:00:00,2913,1311,1602,clear-day,50.0,0.0,Black Friday
2017-11-24 16:00:00,2877,1307,1570,clear-day,49.0,0.0,Black Friday
2017-11-24 17:00:00,1436,490,946,clear-night,46.0,0.0,Black Friday
2017-11-24 18:00:00,757,291,466,clear-night,45.0,0.0001,Black Friday
2017-11-24 19:00:00,539,258,281,clear-night,44.0,0.0,Black Friday
2017-11-24 20:00:00,355,173,182,clear-night,42.0,0.0,Black Friday
2017-11-24 21:00:00,292,120,172,clear-night,42.0,0.0,Black Friday
2017-11-24 22:00:00,161,69,92,clear-night,41.0,0.0,Black Friday
2017-11-24 23:00:00,96,46,50,clear-night,40.0,0.0,Black Friday
2017-11-25 00:00:00,27,8,19,clear-night,39.0,0.0,
2017-11-25 01:00:00,34,24,10,clear-night,38.0,0.0,
2017-11-25 02:00:00,17,3,14,clear-night,38.0,0.0,
2017-11-25 03:00:00,16,6,10,clear-night,37.0,0.0,
2017-11-25 04:00:00,1,0,1,clear-night,37.0,0.0,
2017-11-25 05:00:00,9,4,5,clear-night,36.0,0.0,
2017-11-25 06:00:00,56,35,21,clear-night,35.0,0.0,
2017-11-25 07:00:00,147,69,78,clear-day,35.0,0.0,
2017-11-25 08:00:00,302,159,143,clear-day,37.0,0.0,
2017-11-25 09:00:00,704,465,239,clear-day,42.0,0.0,
2017-11-25 10:00:00,1516,886,630,clear-day,47.0,0.0,
2017-11-25 11:00:00,2286,1130,1156,clear-day,50.0,0.0,
2017-11-25 12:00:00,2733,1235,1498,clear-day,53.0,0.0004,
2017-11-25 13:00:00,2754,1256,1498,clear-day,55.0,0.0002,
2017-11-25 14:00:00,3195,1380,1815,clear-day,56.0,0.0,
2017-11-25 15:00:00,3390,1556,1834,clear-day,56.0,0.0002,
2017-11-25 16:00:00,3191,1527,1664,clear-day,55.0,0.0006,
2017-11-25 17:00:00,1779,667,1112,clear-night,54.0,0.0,
2017-11-25 18:00:00,1014,363,651,partly-cloudy-night,54.0,0.0,
2017-11-25 19:00:00,622,268,354,partly-cloudy-night,53.0,0.0,
2017-11-25 20:00:00,527,268,259,clear-night,52.0,0.0,
2017-11-25 21:00:00,427,250,177,clear-night,50.0,0.0,
2017-11-25 22:00:00,287,130,157,partly-cloudy-night,49.0,0.0,
2017-11-25 23:00:00,224,144,80,partly-cloudy-night,49.0,0.0,
2017-11-26 00:00:00,58,27,31,partly-cloudy-night,49.0,0.0,
2017-11-26 01:00:00,21,11,10,partly-cloudy-night,49.0,0.0,
2017-11-26 02:00:00,26,15,11,partly-cloudy-night,48.0,0.0,
2017-11-26 03:00:00,5,2,3,partly-cloudy-night,47.0,0.0,
2017-11-26 04:00:00,3,1,2,partly-cloudy-night,46.0,0.0,
2017-11-26 05:00:00,13,8,5,clear-night,45.0,0.0,
2017-11-26 06:00:00,48,38,10,clear-night,43.0,0.0,
2017-11-26 07:00:00,170,84,86,clear-night,43.0,0.0,
2017-11-26 08:00:00,289,158,131,clear-day,44.0,0.0,
2017-11-26 09:00:00,574,343,231,partly-cloudy-day,45.0,0.0004,
2017-11-26 10:00:00,1080,591,489,partly-cloudy-day,45.0,0.0001,
2017-11-26 11:00:00,1444,722,722,partly-cloudy-day,45.0,0.0,
2017-11-26 12:00:00,1657,808,849,clear-day,46.0,0.0001,
2017-11-26 13:00:00,1827,806,1021,clear-day,47.0,0.0,
2017-11-26 14:00:00,1906,756,1150,clear-day,46.0,0.0,
2017-11-26 15:00:00,1862,855,1007,clear-day,45.0,0.0,
2017-11-26 16:00:00,1717,715,1002,clear-day,45.0,0.0,
2017-11-26 17:00:00,1051,403,648,clear-night,43.0,0.0,
2017-11-26 18:00:00,556,285,271,clear-night,42.0,0.0,
2017-11-26 19:00:00,318,163,155,clear-night,40.0,0.0,
2017-11-26 20:00:00,225,117,108,clear-night,38.0,0.0,
2017-11-26 21:00:00,146,66,80,clear-night,37.0,0.0,
2017-11-26 22:00:00,72,22,50,clear-night,37.0,0.0,
2017-11-26 23:00:00,25,13,12,clear-night,37.0,0.0,
2017-11-27 00:00:00,31,7,24,clear-night,38.0,0.0,
2017-11-27 01:00:00,17,9,8,clear-night,38.0,0.0,
2017-11-27 02:00:00,3,0,3,clear-night,38.0,0.0,
2017-11-27 03:00:00,6,3,3,clear-night,38.0,0.0,
2017-11-27 04:00:00,3,2,1,clear-night,38.0,0.0,
2017-11-27 05:00:00,18,8,10,clear-night,38.0,0.0,
2017-11-27 06:00:00,96,53,43,clear-night,38.0,0.0,
2017-11-27 07:00:00,165,75,90,clear-night,38.0,0.0,
2017-11-27 08:00:00,273,111,162,clear-day,40.0,0.0,
2017-11-27 09:00:00,485,284,201,clear-day,43.0,0.0,
2017-11-27 10:00:00,957,507,450,clear-day,45.0,0.0,
2017-11-27 11:00:00,1224,582,642,clear-day,47.0,0.0,
2017-11-27 12:00:00,1254,573,681,clear-day,48.0,0.0,
2017-11-27 13:00:00,1374,561,813,clear-day,50.0,0.0,
2017-11-27 14:00:00,1333,575,758,clear-day,50.0,0.0,
2017-11-27 15:00:00,1263,595,668,clear-day,51.0,0.0,
2017-11-27 16:00:00,1364,619,745,clear-day,50.0,0.0,
2017-11-27 17:00:00,956,476,480,clear-night,48.0,0.0,
2017-11-27 18:00:00,580,364,216,clear-night,46.0,0.0004,
2017-11-27 19:00:00,329,234,95,clear-night,44.0,0.0,
2017-11-27 20:00:00,245,171,74,clear-night,43.0,0.0,
2017-11-27 21:00:00,101,49,52,clear-night,41.0,0.0,
2017-11-27 22:00:00,66,43,23,clear-night,40.0,0.0,
2017-11-27 23:00:00,30,16,14,clear-night,38.0,0.0,
2017-11-28 00:00:00,35,15,20,clear-night,37.0,0.0,
2017-11-28 01:00:00,9,7,2,clear-night,36.0,0.0,
2017-11-28 02:00:00,2,1,1,clear-night,35.0,0.0,
2017-11-28 03:00:00,5,3,2,clear-night,35.0,0.0,
2017-11-28 04:00:00,6,4,2,clear-night,34.0,0.0,
2017-11-28 05:00:00,17,9,8,clear-night,34.0,0.0,
2017-11-28 06:00:00,98,54,44,clear-night,34.0,0.0,
2017-11-28 07:00:00,191,83,108,clear-night,33.0,0.0,
2017-11-28 08:00:00,311,99,212,clear-day,35.0,0.0,
2017-11-28 09:00:00,383,180,203,clear-day,38.0,0.0,
2017-11-28 10:00:00,593,327,266,clear-day,41.0,0.0,
2017-11-28 11:00:00,848,390,458,clear-day,44.0,0.0003,
2017-11-28 12:00:00,1118,515,603,clear-day,47.0,0.0,
2017-11-28 13:00:00,1193,478,715,clear-day,49.0,0.0,
2017-11-28 14:00:00,1167,451,716,clear-day,50.0,0.0,
2017-11-28 15:00:00,1231,560,671,clear-day,51.0,0.0004,
2017-11-28 16:00:00,1223,561,662,partly-cloudy-day,51.0,0.0,
2017-11-28 17:00:00,787,394,393,clear-night,53.0,0.0002,
2017-11-28 18:00:00,561,361,200,clear-night,49.0,0.0,
2017-11-28 19:00:00,361,237,124,clear-night,49.0,0.0005,
2017-11-28 20:00:00,270,200,70,clear-night,49.0,0.0,
2017-11-28 21:00:00,147,96,51,clear-night,49.0,0.0,
2017-11-28 22:00:00,69,30,39,clear-night,49.0,0.0,
2017-11-28 23:00:00,43,21,22,clear-night,48.0,0.0,
2017-11-29 00:00:00,24,11,13,clear-night,48.0,0.0,
2017-11-29 01:00:00,11,7,4,clear-night,48.0,0.0,
2017-11-29 02:00:00,7,5,2,clear-night,48.0,0.0,
2017-11-29 03:00:00,3,1,2,clear-night,47.0,0.0,
2017-11-29 04:00:00,1,0,1,clear-night,47.0,0.0,
2017-11-29 05:00:00,22,12,10,clear-night,47.0,0.0,
2017-11-29 06:00:00,78,46,32,clear-night,46.0,0.0,
2017-11-29 07:00:00,208,85,123,clear-night,46.0,0.0,
2017-11-29 08:00:00,356,130,226,partly-cloudy-day,47.0,0.0,
2017-11-29 09:00:00,399,179,220,partly-cloudy-day,49.0,0.0,
2017-11-29 10:00:00,629,366,263,partly-cloudy-day,52.0,0.0,
2017-11-29 11:00:00,998,475,523,clear-day,57.0,0.001,
2017-11-29 12:00:00,994,414,580,clear-day,61.0,0.0008,
2017-11-29 13:00:00,1125,492,633,clear-day,62.0,0.0003,
2017-11-29 14:00:00,1211,561,650,clear-day,63.0,0.0,
2017-11-29 15:00:00,1293,633,660,clear-day,62.0,0.0059,
2017-11-29 16:00:00,1261,536,725,clear-day,59.0,0.0,
2017-11-29 17:00:00,773,393,380,clear-night,55.0,0.0011,
2017-11-29 18:00:00,508,335,173,clear-night,52.0,0.0,
2017-11-29 19:00:00,386,284,102,clear-night,50.0,0.0001,
2017-11-29 20:00:00,258,198,60,clear-night,47.0,0.0,
2017-11-29 21:00:00,168,131,37,clear-night,46.0,0.0,
2017-11-29 22:00:00,85,55,30,clear-night,43.0,0.0,
2017-11-29 23:00:00,103,85,18,clear-night,42.0,0.0,
2017-11-30 00:00:00,32,15,17,clear-night,40.0,0.0,
2017-11-30 01:00:00,10,4,6,clear-night,39.0,0.0,
2017-11-30 02:00:00,3,1,2,clear-night,38.0,0.0,
2017-11-30 03:00:00,1,0,1,clear-night,36.0,0.0,
2017-11-30 04:00:00,3,2,1,clear-night,36.0,0.0,
2017-11-30 05:00:00,32,16,16,clear-night,35.0,0.0,
2017-11-30 06:00:00,83,47,36,clear-night,34.0,0.0,
2017-11-30 07:00:00,172,74,98,clear-night,36.0,0.0,
2017-11-30 08:00:00,291,103,188,clear-day,36.0,0.0,
2017-11-30 09:00:00,400,213,187,clear-day,38.0,0.0,
2017-11-30 10:00:00,635,327,308,clear-day,40.0,0.0,
2017-11-30 11:00:00,962,458,504,partly-cloudy-day,43.0,0.0,
2017-11-30 12:00:00,1181,520,661,partly-cloudy-day,44.0,0.0,
2017-11-30 13:00:00,1201,513,688,partly-cloudy-day,46.0,0.0,
2017-11-30 14:00:00,1278,543,735,partly-cloudy-day,48.0,0.0,
2017-11-30 15:00:00,1289,598,691,partly-cloudy-day,49.0,0.0,
2017-11-30 16:00:00,1179,561,618,partly-cloudy-day,49.0,0.0,
2017-11-30 17:00:00,844,411,433,clear-night,47.0,0.0,
2017-11-30 18:00:00,480,305,175,clear-night,46.0,0.0001,
2017-11-30 19:00:00,396,260,136,clear-night,46.0,0.0004,
2017-11-30 20:00:00,283,183,100,partly-cloudy-night,47.0,0.0,
2017-11-30 21:00:00,241,171,70,partly-cloudy-night,47.0,0.0,
2017-11-30 22:00:00,172,132,40,partly-cloudy-night,48.0,0.0014,
2017-11-30 23:00:00,67,56,11,partly-cloudy-night,47.0,0.0017,
2017-12-01 00:00:00,27,21,6,partly-cloudy-night,47.0,0.01,
2017-12-01 01:00:00,11,7,4,partly-cloudy-night,47.0,0.0037,
2017-12-01 02:00:00,6,2,4,partly-cloudy-night,47.0,0.0004,
2017-12-01 03:00:00,3,2,1,partly-cloudy-night,46.0,0.0,
2017-12-01 04:00:00,3,2,1,partly-cloudy-night,45.0,0.0,
2017-12-01 05:00:00,23,15,8,clear-night,44.0,0.0003,
2017-12-01 06:00:00,100,64,36,clear-night,43.0,0.0004,
2017-12-01 07:00:00,212,86,126,clear-night,42.0,0.0001,
2017-12-01 08:00:00,316,126,190,clear-day,43.0,0.0001,
2017-12-01 09:00:00,555,254,301,clear-day,46.0,0.0004,
2017-12-01 10:00:00,1053,565,488,clear-day,49.0,0.0002,
2017-12-01 11:00:00,1425,604,821,clear-day,50.0,0.0003,
2017-12-01 12:00:00,1644,669,975,clear-day,51.0,0.0005,
2017-12-01 13:00:00,1632,678,954,clear-day,51.0,0.0,
2017-12-01 14:00:00,1842,822,1020,clear-day,51.0,0.0,
2017-12-01 15:00:00,1814,826,988,clear-day,50.0,0.0,
2017-12-01 16:00:00,1796,850,946,clear-day,49.0,0.0035,
2017-12-01 17:00:00,1069,546,523,clear-night,47.0,0.0003,
2017-12-01 18:00:00,593,328,265,clear-night,45.0,0.0,
2017-12-01 19:00:00,326,191,135,clear-night,44.0,0.0,
2017-12-01 20:00:00,189,94,95,clear-night,43.0,0.0,
2017-12-01 21:00:00,144,65,79,clear-night,41.0,0.0,
2017-12-01 22:00:00,144,98,46,clear-night,40.0,0.0,
2017-12-01 23:00:00,141,113,28,clear-night,39.0,0.0,
2017-12-02 00:00:00,111,87,24,clear-night,38.0,0.0,
2017-12-02 01:00:00,47,38,9,clear-night,37.0,0.0,
2017-12-02 02:00:00,15,9,6,clear-night,36.0,0.0,
2017-12-02 03:00:00,1,0,1,clear-night,36.0,0.0,
2017-12-02 04:00:00,8,4,4,clear-night,34.0,0.0,
2017-12-02 05:00:00,17,8,9,clear-night,34.0,0.0,
2017-12-02 06:00:00,53,36,17,clear-night,34.0,0.0,
2017-12-02 07:00:00,210,106,104,clear-night,34.0,0.0,
2017-12-02 08:00:00,243,130,113,clear-day,34.0,0.0,
2017-12-02 09:00:00,754,418,336,clear-day,38.0,0.0,
2017-12-02 10:00:00,1305,698,607,clear-day,43.0,0.0,
2017-12-02 11:00:00,2331,1154,1177,clear-day,45.0,0.0005,
2017-12-02 12:00:00,2629,1265,1364,clear-day,46.0,0.0,
2017-12-02 13:00:00,2649,1152,1497,clear-day,47.0,0.0,
2017-12-02 14:00:00,2733,1208,1525,clear-day,47.0,0.0,
2017-12-02 15:00:00,2806,1234,1572,clear-day,47.0,0.0,
2017-12-02 16:00:00,2484,1115,1369,clear-day,46.0,0.0,
2017-12-02 17:00:00,1336,502,834,clear-night,45.0,0.0,
2017-12-02 18:00:00,911,374,537,clear-night,44.0,0.0,
2017-12-02 19:00:00,547,256,291,clear-night,43.0,0.0,
2017-12-02 20:00:00,345,150,195,clear-night,42.0,0.0,
2017-12-02 21:00:00,272,113,159,clear-night,41.0,0.0,
2017-12-02 22:00:00,208,128,80,clear-night,40.0,0.0,
2017-12-02 23:00:00,199,142,57,clear-night,40.0,0.0,
2017-12-03 00:00:00,157,131,26,partly-cloudy-night,40.0,0.0,
2017-12-03 01:00:00,68,46,22,partly-cloudy-night,39.0,0.0,
2017-12-03 02:00:00,12,4,8,clear-night,39.0,0.0,
2017-12-03 03:00:00,11,9,2,clear-night,39.0,0.0,
2017-12-03 04:00:00,10,6,4,partly-cloudy-night,39.0,0.0,
2017-12-03 05:00:00,19,12,7,partly-cloudy-night,40.0,0.0,
2017-12-03 06:00:00,53,42,11,partly-cloudy-night,40.0,0.0,
2017-12-03 07:00:00,175,97,78,partly-cloudy-night,41.0,0.0,
2017-12-03 08:00:00,297,143,154,partly-cloudy-day,41.0,0.0,
2017-12-03 09:00:00,710,431,279,partly-cloudy-day,43.0,0.0,
2017-12-03 10:00:00,1238,603,635,partly-cloudy-day,44.0,0.0,
2017-12-03 11:00:00,1737,907,830,partly-cloudy-day,46.0,0.0,
2017-12-03 12:00:00,1853,819,1034,partly-cloudy-day,47.0,0.0,
2017-12-03 13:00:00,1995,886,1109,partly-cloudy-day,47.0,0.0,
2017-12-03 14:00:00,1869,746,1123,partly-cloudy-day,47.0,0.0,
2017-12-03 15:00:00,1865,853,1012,partly-cloudy-day,47.0,0.0,
2017-12-03 16:00:00,1587,634,953,partly-cloudy-day,47.0,0.0001,
2017-12-03 17:00:00,1022,433,589,partly-cloudy-night,46.0,0.0,
2017-12-03 18:00:00,671,303,368,partly-cloudy-night,45.0,0.0,
2017-12-03 19:00:00,464,250,214,partly-cloudy-night,44.0,0.0,
2017-12-03 20:00:00,420,238,182,partly-cloudy-night,43.0,0.0,
2017-12-03 21:00:00,271,150,121,clear-night,41.0,0.0,
2017-12-03 22:00:00,128,63,65,clear-night,41.0,0.0,
2017-12-03 23:00:00,79,37,42,clear-night,39.0,0.0,
2017-12-04 00:00:00,36,14,22,clear-night,38.0,0.0,
2017-12-04 01:00:00,23,9,14,clear-night,38.0,0.0,
2017-12-04 02:00:00,5,3,2,clear-night,36.0,0.0,
2017-12-04 03:00:00,3,2,1,clear-night,36.0,0.0,
2017-12-04 04:00:00,8,3,5,partly-cloudy-night,35.0,0.0,
2017-12-04 05:00:00,19,13,6,partly-cloudy-night,34.0,0.0019,
2017-12-04 06:00:00,80,46,34,partly-cloudy-night,34.0,0.0,
2017-12-04 07:00:00,196,86,110,partly-cloudy-night,34.0,0.0001,
2017-12-04 08:00:00,389,146,243,partly-cloudy-day,35.0,0.0002,
2017-12-04 09:00:00,640,375,265,partly-cloudy-day,37.0,0.0002,
2017-12-04 10:00:00,1076,538,538,clear-day,41.0,0.0004,
2017-12-04 11:00:00,1586,668,918,clear-day,44.0,0.0001,
2017-12-04 12:00:00,1693,701,992,clear-day,47.0,0.0001,
2017-12-04 13:00:00,1781,766,1015,clear-day,49.0,0.0,
2017-12-04 14:00:00,1818,813,1005,clear-day,49.0,0.0,
2017-12-04 15:00:00,1922,929,993,clear-day,49.0,0.0,
2017-12-04 16:00:00,1768,841,927,clear-day,48.0,0.0,
2017-12-04 17:00:00,1080,485,595,clear-night,47.0,0.0,
2017-12-04 18:00:00,800,461,339,clear-night,46.0,0.0001,
2017-12-04 19:00:00,409,257,152,partly-cloudy-night,46.0,0.0,
2017-12-04 20:00:00,278,160,118,partly-cloudy-night,47.0,0.0,
2017-12-04 21:00:00,179,85,94,partly-cloudy-night,47.0,0.0,
2017-12-04 22:00:00,172,128,44,partly-cloudy-night,48.0,0.0,
2017-12-04 23:00:00,40,14,26,partly-cloudy-night,48.0,0.0,
2017-12-05 00:00:00,13,8,5,partly-cloudy-night,48.0,0.0,
2017-12-05 01:00:00,10,5,5,partly-cloudy-night,49.0,0.0,
2017-12-05 02:00:00,6,0,6,partly-cloudy-night,49.0,0.0,
2017-12-05 03:00:00,4,0,4,partly-cloudy-night,50.0,0.0,
2017-12-05 04:00:00,5,4,1,partly-cloudy-night,50.0,0.0,
2017-12-05 05:00:00,31,18,13,partly-cloudy-night,50.0,0.0,
2017-12-05 06:00:00,101,41,60,partly-cloudy-night,51.0,0.0,
2017-12-05 07:00:00,168,75,93,partly-cloudy-night,51.0,0.0,
2017-12-05 08:00:00,241,96,145,partly-cloudy-day,52.0,0.0,
2017-12-05 09:00:00,337,138,199,partly-cloudy-day,53.0,0.0001,
2017-12-05 10:00:00,540,274,266,partly-cloudy-day,54.0,0.0001,
2017-12-05 11:00:00,849,386,463,partly-cloudy-day,55.0,0.0006,
2017-12-05 12:00:00,931,457,474,partly-cloudy-day,57.0,0.0025,
2017-12-05 13:00:00,1073,444,629,partly-cloudy-day,59.0,0.0002,
2017-12-05 14:00:00,1046,418,628,partly-cloudy-day,59.0,0.0001,
2017-12-05 15:00:00,957,365,592,partly-cloudy-day,59.0,0.0001,
2017-12-05 16:00:00,696,335,361,partly-cloudy-day,59.0,0.0027,
2017-12-05 17:00:00,479,294,185,partly-cloudy-night,59.0,0.0005,
2017-12-05 18:00:00,341,245,96,partly-cloudy-night,58.0,0.0025,
2017-12-05 19:00:00,136,55,81,partly-cloudy-night,57.0,0.0081,
2017-12-05 20:00:00,47,38,9,rain,57.0,0.0362,
2017-12-05 21:00:00,43,39,4,rain,57.0,0.065,
2017-12-05 22:00:00,37,34,3,rain,56.0,0.0918,
2017-12-05 23:00:00,28,25,3,rain,56.0,0.0659,
2017-12-06 00:00:00,12,10,2,rain,56.0,0.0334,
2017-12-06 01:00:00,14,10,4,partly-cloudy-night,56.0,0.0037,
2017-12-06 02:00:00,4,0,4,partly-cloudy-night,56.0,0.001,
2017-12-06 03:00:00,0,0,0,partly-cloudy-night,55.0,0.0004,
2017-12-06 04:00:00,2,0,2,partly-cloudy-night,50.0,0.002,
2017-12-06 05:00:00,17,10,7,partly-cloudy-night,49.0,0.0007,
2017-12-06 06:00:00,71,36,35,partly-cloudy-night,48.0,0.0002,
2017-12-06 07:00:00,160,63,97,cloudy,46.0,0.0001,
2017-12-06 08:00:00,292,114,178,partly-cloudy-day,44.0,0.0,
2017-12-06 09:00:00,422,189,233,clear-day,42.0,0.0002,
2017-12-06 10:00:00,767,364,403,clear-day,41.0,0.0,
2017-12-06 11:00:00,1109,485,624,clear-day,40.0,0.0,
2017-12-06 12:00:00,1166,444,722,clear-day,41.0,0.0,
2017-12-06 13:00:00,1291,452,839,clear-day,42.0,0.0,
2017-12-06 14:00:00,1355,612,743,clear-day,42.0,0.0006,
2017-12-06 15:00:00,1340,611,729,clear-day,43.0,0.0,
2017-12-06 16:00:00,1186,579,607,clear-day,42.0,0.0,
2017-12-06 17:00:00,727,403,324,clear-night,41.0,0.0007,
2017-12-06 18:00:00,561,394,167,clear-night,41.0,0.0005,
2017-12-06 19:00:00,381,261,120,clear-night,40.0,0.0,
2017-12-06 20:00:00,294,225,69,clear-night,40.0,0.0,
2017-12-06 21:00:00,219,173,46,clear-night,39.0,0.0,
2017-12-06 22:00:00,184,150,34,clear-night,39.0,0.0003,
2017-12-06 23:00:00,121,106,15,clear-night,38.0,0.0,
2017-12-07 00:00:00,26,15,11,partly-cloudy-night,38.0,0.0,
2017-12-07 01:00:00,23,12,11,partly-cloudy-night,38.0,0.0,
2017-12-07 02:00:00,3,2,1,partly-cloudy-night,38.0,0.0,
2017-12-07 03:00:00,1,0,1,clear-night,37.0,0.0,
2017-12-07 04:00:00,1,0,1,clear-night,37.0,0.0,
2017-12-07 05:00:00,26,11,15,clear-night,36.0,0.0,
2017-12-07 06:00:00,77,45,32,clear-night,36.0,0.0,
2017-12-07 07:00:00,152,59,93,clear-night,35.0,0.0,
2017-12-07 08:00:00,308,111,197,clear-day,36.0,0.0,
2017-12-07 09:00:00,412,191,221,clear-day,39.0,0.0,
2017-12-07 10:00:00,890,494,396,clear-day,41.0,0.0,
2017-12-07 11:00:00,1333,612,721,clear-day,42.0,0.0,
2017-12-07 12:00:00,1396,539,857,clear-day,44.0,0.0,
2017-12-07 13:00:00,1600,607,993,clear-day,44.0,0.0,
2017-12-07 14:00:00,1545,608,937,clear-day,44.0,0.0,
2017-12-07 15:00:00,1599,759,840,clear-day,44.0,0.0,
2017-12-07 16:00:00,1579,736,843,clear-day,43.0,0.0,
2017-12-07 17:00:00,880,447,433,clear-night,42.0,0.0,
2017-12-07 18:00:00,624,391,233,clear-night,41.0,0.0,
2017-12-07 19:00:00,335,221,114,clear-night,40.0,0.0,
2017-12-07 20:00:00,266,182,84,clear-night,39.0,0.0,
2017-12-07 21:00:00,229,164,65,partly-cloudy-night,40.0,0.0,
2017-12-07 22:00:00,178,131,47,partly-cloudy-night,39.0,0.0,
2017-12-07 23:00:00,119,100,19,clear-night,39.0,0.0,
2017-12-08 00:00:00,31,20,11,partly-cloudy-night,38.0,0.0,
2017-12-08 01:00:00,9,6,3,clear-night,37.0,0.0,
2017-12-08 02:00:00,11,7,4,clear-night,36.0,0.0,
2017-12-08 03:00:00,2,0,2,clear-night,36.0,0.0,
2017-12-08 04:00:00,2,0,2,clear-night,35.0,0.0,
2017-12-08 05:00:00,13,7,6,clear-night,34.0,0.0,
